geoid,B02001_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B02001_009E,B02001_010E,B19013_001E,B25034_001E,B25034_002E,B25034_003E,B25034_004E,B25034_005E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25034_010E,B25034_011E
371950005022,2894,1385,1392,0,88,0,0,29,0,29,52785,1379,0,25,185,482,387,190,82,14,14,0
371950005012,1734,1309,359,0,27,0,0,39,0,39,79512,763,0,0,0,61,162,372,125,39,0,4
371559604014,1784,23,25,1673,0,0,3,60,0,60,58088,689,0,18,128,86,123,154,69,33,32,46
371559618012,2033,73,435,1525,0,0,0,0,0,0,25951,744,67,26,77,140,142,113,61,57,33,28
371070108002,1309,681,509,0,119,0,0,0,0,0,35978,814,42,18,0,304,69,222,143,16,0,0
371070112002,959,918,41,0,0,0,0,0,0,0,48049,466,43,15,24,31,99,104,13,14,109,14
371070112003,2298,1974,320,0,0,0,4,0,0,0,42869,980,0,0,147,370,157,96,0,63,53,94
371070104002,490,48,366,0,0,0,0,76,0,76,19671,374,0,0,0,31,26,4,46,80,118,69
371070107002,887,282,482,39,0,0,0,84,0,84,-666666666,596,0,0,8,109,22,72,98,53,146,88
371070111004,2368,1505,812,0,0,12,39,0,0,0,46481,968,0,15,77,223,179,165,96,138,18,57
371559620021,1127,156,514,457,0,0,0,0,0,0,32986,472,0,24,99,105,77,56,45,30,22,14
371559608014,430,0,362,68,0,0,0,0,0,0,8580,157,0,0,0,18,9,101,7,22,0,0
371559618021,2510,255,359,1879,0,0,11,6,0,6,37935,924,3,40,131,215,129,255,73,40,35,3
370810111021,1538,0,1380,86,0,0,29,43,16,27,42909,747,0,0,22,11,52,134,390,125,0,13
370810112002,1123,0,1123,0,0,0,0,0,0,0,40047,322,0,0,0,50,0,130,55,0,0,87
370810113001,739,93,567,30,0,0,0,49,0,49,21354,413,0,0,0,96,0,7,0,235,0,75
370810113002,1017,38,757,0,0,0,130,92,0,92,31768,409,0,16,42,27,0,79,15,105,62,63
370630004011,888,792,59,0,0,0,0,37,0,37,91944,454,0,0,0,0,54,37,30,100,163,70
370630007003,1206,763,200,0,38,0,143,62,4,58,109063,506,0,9,37,65,104,43,13,74,57,104
370630017091,1376,403,889,0,0,0,70,14,14,0,48830,425,0,0,0,123,153,36,0,0,113,0
370030405002,884,630,0,0,0,0,254,0,0,0,27384,499,0,0,97,67,90,83,115,20,0,27
370030406002,1532,1509,0,11,0,0,0,12,0,12,57292,667,0,25,100,180,126,102,49,85,0,0
370030404001,1955,1343,298,21,49,0,160,84,0,84,40741,814,2,0,76,184,183,208,93,33,15,20
370030404003,1266,926,228,0,5,0,46,61,0,61,48819,501,5,45,123,45,37,109,52,58,27,0
370030401002,624,401,137,0,0,0,0,86,0,86,-666666666,333,0,0,52,122,25,46,38,17,33,0
370179501004,837,494,326,0,17,0,0,0,0,0,-666666666,258,15,0,0,116,62,19,46,0,0,0
370179501005,1050,422,304,31,0,0,263,30,0,30,28488,532,0,0,72,198,81,89,29,14,49,0
370179505001,1774,1328,446,0,0,0,0,0,0,0,55625,880,0,0,83,115,358,245,37,16,26,0
370179505006,563,557,6,0,0,0,0,0,0,0,28306,251,13,0,10,54,41,88,12,12,0,21
371570414003,1514,867,485,0,12,0,0,150,0,150,32321,562,0,0,0,78,14,140,99,165,44,22
371570401013,1491,1087,198,0,0,0,140,66,0,66,43015,662,31,18,56,97,52,113,23,93,45,134
371570405022,902,726,155,0,0,0,0,21,0,21,43583,424,0,0,13,10,21,29,145,99,49,58
371570410012,849,846,2,0,0,0,1,0,0,0,44549,566,12,0,0,237,74,138,18,35,52,0
371570410011,1284,703,172,0,0,0,409,0,0,0,38225,586,0,0,83,163,224,48,21,29,18,0
371070105003,756,40,716,0,0,0,0,0,0,0,32426,555,0,0,0,55,11,65,60,160,88,116
371070106002,1899,660,1220,0,19,0,0,0,0,0,41734,873,0,0,33,27,136,65,193,253,77,89
371290117032,2261,2201,0,0,50,0,10,0,0,0,119375,1215,15,45,399,578,106,36,0,36,0,0
370250410002,1416,1054,235,0,0,35,0,92,0,92,53833,398,30,0,0,115,12,35,28,41,44,93
370970611021,1107,916,191,0,0,0,0,0,0,0,54779,427,0,0,120,177,25,44,48,0,8,5
370970611011,1313,1247,66,0,0,0,0,0,0,0,41118,520,48,30,53,67,84,143,79,16,0,0
370970607011,1287,1014,160,0,0,0,0,113,27,86,68678,596,14,0,143,122,115,146,13,10,10,23
370970613011,749,723,9,0,0,0,0,17,0,17,60720,296,0,0,142,67,20,42,25,0,0,0
370970606012,2687,1544,723,0,306,0,0,114,0,114,36236,979,0,0,114,95,217,243,249,61,0,0
371190015101,2307,381,1534,0,168,0,57,167,0,167,48015,882,0,0,34,131,125,427,149,8,8,0
371190019172,2364,976,879,0,0,0,443,66,0,66,45625,785,0,0,0,58,199,388,61,69,10,0
371190059101,6185,2538,2242,0,262,46,254,843,34,809,68476,2265,55,294,1331,491,11,67,0,0,16,0
371190055246,1707,631,639,0,180,0,257,0,0,0,57750,683,0,0,165,77,177,79,59,105,21,0
371190055241,679,68,0,0,483,0,116,12,12,0,147625,372,0,20,304,48,0,0,0,0,0,0
371790206012,1356,855,501,0,0,0,0,0,0,0,-666666666,423,29,0,103,72,52,79,28,16,44,0
371790210052,1781,1775,6,0,0,0,0,0,0,0,62917,655,0,25,105,87,224,49,77,0,26,62
371790203083,1637,1472,102,0,63,0,0,0,0,0,97813,597,0,27,281,158,36,78,12,5,0,0
370739702001,2049,1488,514,37,10,0,0,0,0,0,60027,847,37,0,232,239,181,57,14,22,23,42
370739701002,942,616,314,0,0,0,0,12,0,12,50313,445,24,10,122,101,57,63,0,0,9,59
370739703003,1331,1094,171,17,0,0,0,49,0,49,65813,526,12,0,133,119,115,25,55,35,16,16
370510017003,1550,632,594,149,0,0,90,85,0,85,28661,595,0,0,26,87,63,249,122,48,0,0
370510017001,1901,949,628,0,67,0,147,110,0,110,32089,897,0,0,0,28,55,249,497,68,0,0
370510019032,1401,793,324,77,11,0,102,94,0,94,41339,610,0,0,0,0,25,98,329,129,7,22
370510025022,2224,1046,951,15,10,0,56,146,3,143,39167,715,12,0,15,87,220,262,52,55,0,12
370510029002,1077,745,316,4,0,0,12,0,0,0,43583,635,74,38,82,113,42,98,36,59,36,57
371090707001,2538,2482,16,0,0,0,0,40,5,35,69063,1023,39,56,247,270,75,109,66,32,6,123
370810105001,855,646,189,0,0,0,0,20,0,20,46607,499,0,6,21,11,0,7,24,184,206,40
371830515012,2090,1960,58,0,55,0,0,17,0,17,158553,789,59,49,107,30,24,137,209,140,34,0
371830515021,489,418,0,0,71,0,0,0,0,0,83438,238,113,0,17,0,6,17,23,54,8,0
371830523021,1803,976,332,41,385,0,0,69,0,69,48188,1090,265,166,61,206,77,120,82,73,15,25
371830526021,1692,1566,74,0,52,0,0,0,0,0,96932,865,13,12,16,23,64,37,638,62,0,0
370590803002,2968,2855,30,12,71,0,0,0,0,0,126172,1253,18,27,730,343,36,53,15,19,12,0
370590805001,1153,939,167,0,0,0,32,15,0,15,32758,651,65,10,119,16,173,97,39,36,0,96
370590802001,2432,2222,41,0,16,0,144,9,0,9,65484,1129,42,16,418,15,195,127,49,95,6,166
370590801002,2305,1913,121,23,0,0,0,248,0,248,54301,897,27,0,251,276,153,44,50,0,0,96
370590801003,1593,1388,148,14,0,0,0,43,0,43,41860,659,0,0,129,182,76,137,22,79,34,0
370590804001,3010,2928,32,0,0,0,15,35,13,22,61392,1447,63,0,215,343,296,262,76,0,35,157
370590807001,1390,1154,67,8,26,0,7,128,0,128,51944,586,0,7,48,73,105,14,69,51,52,167
370590806003,1968,1515,115,0,0,0,158,180,0,180,42240,899,88,0,239,136,76,138,101,58,63,0
371290116032,1360,1056,205,0,0,0,24,75,0,75,46008,790,29,229,191,237,51,20,33,0,0,0
371290116034,1196,1017,179,0,0,0,0,0,0,0,35809,712,121,101,160,64,46,205,0,0,15,0
371290102003,623,308,274,0,26,0,0,15,0,15,26250,250,0,0,17,0,9,81,58,55,10,20
371290121013,3097,2226,419,0,0,0,261,191,0,191,42233,1319,51,51,158,329,85,547,27,71,0,0
371290112003,696,148,540,8,0,0,0,0,0,0,29286,394,0,0,47,78,13,2,22,9,9,214
371639701001,1329,568,683,1,3,0,7,67,62,5,44281,625,0,13,28,292,0,87,112,21,5,67
371639702003,1178,611,341,0,0,0,186,40,0,40,27420,684,17,23,34,78,109,85,114,144,15,65
370970605003,1335,969,325,0,0,0,16,25,12,13,37074,731,0,0,43,34,41,69,65,106,96,277
370350101011,1562,1223,330,0,0,0,9,0,0,0,70090,712,0,0,118,264,170,43,0,57,17,43
370350102012,1781,1202,0,13,492,0,0,74,0,74,58400,591,18,0,57,127,159,124,48,10,40,8
370350103023,550,550,0,0,0,0,0,0,0,0,46328,255,0,0,26,10,12,100,74,17,0,16
370350101021,912,513,202,36,161,0,0,0,0,0,49375,372,22,0,23,46,29,66,96,47,7,36
371219503001,1159,1081,38,0,8,0,11,21,0,21,58750,496,0,0,67,41,89,141,42,62,27,27
371219503004,591,591,0,0,0,0,0,0,0,0,31094,514,0,0,36,95,117,55,89,60,36,26
371219502001,795,790,0,5,0,0,0,0,0,0,39076,598,0,8,73,120,77,70,25,41,99,85
371190019112,2402,595,1320,0,216,0,271,0,0,0,46520,866,0,0,247,77,228,166,23,125,0,0
371190020043,2689,655,1785,0,10,0,22,217,31,186,44970,1228,22,0,85,267,305,409,43,97,0,0
371190057062,1610,1066,149,0,95,0,226,74,0,74,50259,600,0,32,84,101,50,86,125,71,41,10
371190057101,2489,1474,593,23,66,0,241,92,0,92,53667,835,42,7,41,104,555,34,25,8,19,0
371190057111,494,379,19,0,10,0,0,86,0,86,108125,220,0,18,9,0,0,178,0,0,15,0
371190045001,817,181,630,0,0,0,0,6,0,6,17632,343,0,0,23,53,40,79,62,16,70,0
370010212042,2748,2120,396,31,0,0,5,196,46,150,54089,1026,129,32,124,368,88,163,56,42,24,0
370010203001,1180,451,329,0,0,0,400,0,0,0,30513,471,0,0,32,105,80,26,30,150,48,0
370010212011,2413,870,1000,6,3,0,402,132,121,11,38304,968,17,0,47,167,153,191,225,84,52,32
370499606002,813,406,260,0,147,0,0,0,0,0,52250,292,0,0,0,0,107,25,75,85,0,0
370499606004,1259,797,302,0,116,0,0,44,17,27,40288,529,0,0,90,96,0,84,59,107,93,0
370499602005,1096,808,288,0,0,0,0,0,0,0,38319,648,65,27,132,114,145,47,43,0,0,75
371779601002,795,294,390,0,0,0,102,9,0,9,25625,463,0,10,32,20,35,119,52,70,29,96
371779601003,907,652,199,0,0,0,6,50,0,50,47647,585,41,0,88,100,106,57,41,39,31,82
370799502001,1042,614,373,0,0,0,50,5,5,0,58971,426,43,0,34,40,135,83,32,10,9,40
370799503004,2079,1064,945,0,0,0,65,5,0,5,39250,838,0,23,205,243,99,74,79,45,16,54
370650216002,890,672,100,0,29,0,76,13,0,13,35855,466,30,0,20,83,36,43,75,68,21,90
370710329001,871,274,597,0,0,0,0,0,0,0,-666666666,389,0,72,0,0,0,63,13,38,29,174
370710315002,610,333,253,0,0,0,23,1,0,1,-666666666,251,0,0,0,39,37,115,0,60,0,0
371190022001,1423,1140,145,0,96,0,42,0,0,0,100395,851,112,34,292,30,55,60,93,175,0,0
371190030115,1806,1637,99,0,61,0,9,0,0,0,108984,639,0,14,19,29,210,296,71,0,0,0
371190030113,1899,1787,27,0,85,0,0,0,0,0,134393,916,0,62,123,208,177,26,302,18,0,0
371190030153,995,757,22,9,207,0,0,0,0,0,81985,347,11,0,8,104,183,16,25,0,0,0
371190017011,1384,838,435,62,12,0,6,31,0,31,59750,810,0,0,13,55,21,201,184,51,167,118
371190019122,1239,53,604,0,49,0,533,0,0,0,49219,396,0,0,19,15,108,145,22,51,36,0
371939604006,1392,1391,0,1,0,0,0,0,0,0,60362,675,0,31,92,109,177,165,33,68,0,0
371939606003,705,638,3,0,0,0,25,39,39,0,-666666666,516,14,0,0,52,8,96,16,91,44,195
370670003011,1858,110,1643,24,0,0,0,81,11,70,16952,894,15,13,179,200,126,91,45,123,45,57
370670004002,751,22,619,0,0,64,0,46,43,3,17857,354,0,0,0,0,0,42,56,118,45,93
370670026034,1359,862,348,0,120,0,0,29,0,29,50510,835,0,0,32,11,308,205,91,142,46,0
370670028073,1944,1640,224,0,0,0,80,0,0,0,49297,916,58,17,32,68,100,119,121,157,84,160
370510033022,3316,1041,1923,29,23,0,34,266,0,266,38030,1802,0,148,201,602,145,243,324,104,13,22
371539707002,817,649,128,0,0,0,33,7,0,7,25436,372,0,0,0,68,3,49,96,30,90,36
371539702003,1802,1070,588,0,46,0,98,0,0,0,55100,799,13,0,125,105,164,253,24,28,15,72
370810172002,1677,1318,237,0,98,0,0,24,16,8,52115,864,45,135,118,167,47,151,65,110,26,0
370710319002,248,15,233,0,0,0,0,0,0,0,50282,169,0,0,0,13,34,20,84,11,7,0
370710323011,860,728,82,0,0,0,0,50,7,43,58229,450,67,15,17,18,33,68,164,55,13,0
370710326003,910,793,26,0,42,0,19,30,0,30,87763,420,0,0,0,0,74,127,145,49,0,25
371399601002,558,204,350,0,0,0,4,0,0,0,19821,423,0,0,0,20,32,26,19,76,21,229
371399602001,955,627,228,0,0,0,0,100,10,90,42500,485,20,0,18,33,13,17,63,56,144,121
371399603002,1514,404,881,0,0,0,19,210,0,210,17917,777,0,0,116,66,124,94,143,109,99,26
371830526031,1929,1854,22,0,11,0,0,42,30,12,93375,1187,168,258,224,81,82,156,149,61,8,0
370810125042,1850,608,949,42,59,0,173,19,0,19,43523,901,0,0,16,83,331,263,168,32,8,0
370810138005,1749,579,785,14,217,0,154,0,0,0,26136,798,0,0,65,42,13,34,14,82,211,337
370710324021,2042,1715,122,40,51,0,6,108,0,108,99526,732,79,31,148,88,100,181,56,30,12,7
370710325071,1430,1298,41,0,25,0,24,42,33,9,74750,685,0,18,57,173,194,149,66,7,9,12
370710327033,637,535,102,0,0,0,0,0,0,0,68462,236,0,0,15,5,4,19,50,100,13,30
370710327043,1736,964,633,0,0,0,18,121,0,121,34479,875,0,0,76,235,135,208,134,59,0,28
370710332031,708,433,219,0,0,0,0,56,0,56,30000,323,0,0,24,7,14,62,103,76,26,11
370710332042,974,532,321,0,0,0,25,96,24,72,32826,393,0,0,25,40,42,105,59,89,0,33
370710333042,2535,2278,216,15,26,0,0,0,0,0,84875,829,13,89,302,115,97,105,82,10,16,0
370710333053,1056,932,69,15,0,0,40,0,0,0,57375,409,15,0,14,53,72,138,117,0,0,0
370710335001,777,775,1,0,1,0,0,0,0,0,41719,299,0,0,52,85,118,24,20,0,0,0
370710309021,2140,1384,599,0,39,74,26,18,0,18,52194,752,137,120,189,0,57,53,122,43,23,8
370710311011,941,752,161,22,0,0,0,6,6,0,39375,418,0,0,20,83,99,49,73,86,0,8
371559611001,803,302,198,133,0,0,151,19,0,19,24432,315,0,0,0,0,14,38,45,101,87,30
370370202002,984,966,18,0,0,0,0,0,0,0,59255,469,26,14,92,85,19,28,86,37,0,82
370370208004,1737,1296,410,0,31,0,0,0,0,0,72742,885,0,32,279,249,81,78,57,50,0,59
370370208003,2456,2255,116,0,14,0,0,71,0,71,94578,981,0,14,350,298,71,42,122,69,15,0
370370205001,1018,699,241,6,0,0,72,0,0,0,51991,525,10,15,132,71,74,6,91,11,9,106
370370206003,1102,879,214,0,1,0,1,7,0,7,52192,679,0,15,15,116,195,23,82,79,25,129
371070102003,467,18,397,0,0,0,0,52,0,52,11020,337,0,0,0,21,20,49,12,87,109,39
371070109003,509,409,71,0,0,0,0,29,0,29,49727,279,8,0,61,16,54,44,34,14,9,39
371070101002,1275,897,349,0,29,0,0,0,0,0,31944,774,29,10,50,204,182,77,51,115,0,56
371070113004,964,456,432,0,0,0,0,76,0,76,45486,478,0,0,55,103,43,85,95,84,0,13
371219501001,1162,1084,0,0,0,0,0,78,0,78,37917,733,6,45,108,147,124,68,40,12,62,121
370850702003,1024,155,836,16,0,0,17,0,0,0,20612,566,14,0,29,108,38,194,42,51,47,43
370850705003,1744,1484,172,4,18,0,56,10,0,10,42148,844,27,0,23,156,86,111,97,178,93,73
370850705004,994,875,99,7,0,0,0,13,0,13,41797,468,3,3,47,70,64,148,39,29,41,24
370059503002,1186,1148,4,0,0,0,34,0,0,0,49063,843,0,18,167,149,172,118,58,27,104,30
370059502004,820,789,10,4,4,1,12,0,0,0,32070,394,0,0,31,37,72,113,104,17,20,0
371070113001,2204,1102,639,0,0,14,0,449,0,449,34420,795,0,0,138,227,282,87,27,18,0,16
371090703001,2177,1613,411,0,12,0,73,68,0,68,41853,1081,12,192,264,71,79,185,240,22,8,8
371090705003,1631,1585,37,0,0,0,0,9,0,9,42344,726,9,0,121,260,75,48,25,74,40,74
370810139004,1860,0,1744,0,0,0,0,116,0,116,32092,665,0,0,28,0,138,190,70,176,54,9
370810142004,1235,140,969,0,29,0,0,97,0,97,28904,437,10,89,29,0,0,81,41,86,11,90
371510305041,2083,2075,0,0,0,0,0,8,0,8,46591,1059,58,13,190,204,197,179,43,117,20,38
371510305044,1292,1245,0,23,13,0,0,11,0,11,68824,502,10,57,14,245,71,73,32,0,0,0
370610908022,1848,946,810,22,9,0,25,36,0,36,27270,720,0,23,65,116,41,153,84,104,79,55
370610905021,1643,1309,311,0,0,0,0,23,0,23,48795,696,0,36,94,205,71,90,0,143,0,57
370479304001,1884,950,835,96,0,0,0,3,0,3,47926,905,22,0,102,136,212,155,47,146,0,85
371190057143,1382,1283,0,0,42,0,17,40,0,40,102639,481,14,0,152,194,99,22,0,0,0,0
371419202021,2912,2837,58,0,0,0,0,17,0,17,107773,997,103,0,304,243,57,270,0,0,0,20
371419206011,3762,1816,761,0,0,0,1177,8,0,8,37772,1272,0,58,244,318,301,128,135,39,8,41
370479313004,1829,1330,499,0,0,0,0,0,0,0,26669,915,18,148,71,247,232,117,0,29,0,53
370179506003,504,284,87,113,0,0,0,20,0,20,77800,263,0,0,62,25,27,103,0,19,15,12
371190026001,1067,579,376,12,49,0,6,45,22,23,55521,722,112,61,71,43,158,6,66,14,42,149
371790209023,2634,2191,115,0,0,0,0,328,0,328,75530,775,0,21,176,135,156,153,35,32,29,38
370179502002,1573,1247,236,0,0,0,73,17,0,17,40066,868,26,0,171,148,116,129,36,106,96,40
370479301003,1512,1013,376,44,7,0,0,72,0,72,41655,606,47,0,59,115,138,92,50,43,10,52
370479306004,1103,1055,1,0,0,0,47,0,0,0,41845,444,9,9,11,19,12,136,61,44,107,36
370479306001,401,186,212,0,0,0,0,3,0,3,19432,371,33,0,65,75,61,57,7,24,12,37
370479307005,1386,546,787,26,0,0,0,27,0,27,36250,655,0,0,59,78,200,193,23,39,34,29
371830510001,1518,1139,193,0,83,0,1,102,74,28,46786,1143,52,177,165,102,46,58,67,154,136,186
371830512002,1361,1302,0,0,11,0,20,28,0,28,51016,863,77,30,108,18,20,19,0,103,190,298
371830527051,1743,647,939,0,66,0,83,8,0,8,43607,879,0,0,136,62,166,64,162,179,42,68
371830528032,1613,610,965,0,0,0,0,38,0,38,40224,677,0,0,252,102,34,42,163,49,0,35
371759605002,1653,1386,32,16,0,0,219,0,0,0,39622,769,0,17,69,173,83,180,67,54,92,34
371759603002,1765,1534,56,0,0,0,151,24,0,24,37179,907,0,86,53,110,134,121,151,125,56,71
371759603006,740,740,0,0,0,0,0,0,0,0,68984,310,0,0,28,15,31,77,45,114,0,0
371759603007,1461,1461,0,0,0,0,0,0,0,0,61068,690,0,53,127,58,95,126,152,11,27,41
371759602003,2432,1733,574,0,0,0,0,125,0,125,34089,1079,0,21,59,106,192,278,100,127,127,69
371759606002,728,728,0,0,0,0,0,0,0,0,44716,366,0,0,89,59,40,98,18,48,6,8
370099707003,1302,1283,19,0,0,0,0,0,0,0,62028,1002,0,13,375,186,72,54,92,70,40,100
370099702002,848,823,0,4,0,0,0,21,0,21,37647,409,0,0,17,70,41,66,86,49,57,23
371619609002,1259,1259,0,0,0,0,0,0,0,0,20938,509,0,0,66,93,137,103,31,79,0,0
371619608001,938,547,105,0,0,0,286,0,0,0,28219,497,0,0,14,28,0,193,69,94,99,0
371470014021,1517,962,555,0,0,0,0,0,0,0,53549,740,37,7,98,167,102,218,22,16,24,49
371470014013,857,187,644,12,14,0,0,0,0,0,-666666666,369,27,0,53,41,86,44,0,43,35,40
371470010032,2033,1969,33,0,0,0,12,19,0,19,73482,930,96,39,245,133,202,215,0,0,0,0
371470006011,4973,1289,3537,15,57,0,46,29,15,14,26000,2530,29,75,728,972,478,198,50,0,0,0
371470006021,3699,1650,1696,0,156,0,0,197,0,197,50572,1751,116,70,946,465,16,0,124,14,0,0
371830540141,10052,3297,5157,0,811,0,18,769,138,631,82567,3553,335,238,1781,908,127,164,0,0,0,0
371190062132,2813,2379,83,0,56,0,0,295,0,295,121827,1035,143,33,720,76,52,11,0,0,0,0
371190062112,2553,2242,182,15,77,0,20,17,0,17,131543,832,28,0,109,614,81,0,0,0,0,0
371190062142,2301,2122,128,0,41,0,10,0,0,0,100833,894,0,0,69,554,266,5,0,0,0,0
371190062102,1913,1676,134,0,91,0,12,0,0,0,131250,661,77,125,362,68,0,12,0,17,0,0
371190064041,2038,2002,0,0,0,0,0,36,0,36,139360,695,0,0,306,325,27,16,7,14,0,0
371190064031,1839,1587,182,0,0,0,0,70,0,70,72232,1020,58,0,213,468,131,61,47,8,0,34
371830520024,1243,564,638,0,0,0,41,0,0,0,30327,397,0,0,0,0,9,120,162,74,32,0
371559609002,1350,668,326,117,18,0,191,30,0,30,42941,647,0,0,5,15,37,93,108,181,123,85
371559612003,867,275,277,270,0,0,45,0,0,0,24167,419,0,0,79,55,85,63,56,57,0,24
371190058112,1777,1485,174,0,101,0,10,7,0,7,72344,816,77,36,37,15,363,244,36,8,0,0
371190010003,1279,1138,52,35,7,0,0,47,0,47,97045,710,174,20,96,12,0,0,36,37,36,299
371190019103,2044,459,684,0,645,0,212,44,0,44,53311,548,0,0,29,33,70,234,158,24,0,0
371190024002,1138,963,70,0,9,0,21,75,0,75,81705,559,0,0,56,0,119,102,12,108,86,76
371190028001,958,958,0,0,0,0,0,0,0,0,224250,322,0,0,9,55,0,36,72,72,20,58
371190029032,1236,1200,0,0,12,0,0,24,0,24,250001,451,26,0,7,59,34,187,106,32,0,0
371819608001,795,349,311,49,0,0,86,0,0,0,27826,317,0,0,6,33,25,70,91,45,21,26
371819602001,1821,887,853,0,0,0,0,81,0,81,44931,1264,16,24,226,394,238,110,139,61,0,56
371819605003,638,147,460,0,0,0,0,31,0,31,66489,174,0,0,0,57,59,11,20,0,27,0
371819605004,687,219,454,0,0,0,0,14,14,0,46139,245,15,0,0,0,22,0,0,88,58,62
371559606002,2249,387,275,1325,0,0,239,23,0,23,29583,709,0,0,230,169,175,100,35,0,0,0
371119703001,1387,1146,35,66,13,0,127,0,0,0,47794,655,15,15,77,94,86,13,83,119,45,108
370479310003,2279,928,1225,62,26,0,17,21,4,17,26904,831,0,0,115,157,146,123,126,98,6,60
371419204032,2598,2022,350,0,25,0,91,110,0,110,61103,894,66,14,213,224,61,65,92,21,41,97
370630020191,1539,1034,463,0,18,0,0,24,0,24,63629,1062,0,89,471,454,35,0,13,0,0,0
371259504021,1309,1165,91,0,0,0,12,41,0,41,48875,708,55,15,137,156,92,137,23,35,23,35
371259503012,408,206,202,0,0,0,0,0,0,0,-666666666,249,0,0,35,21,44,134,0,0,0,15
371259503022,1603,1356,247,0,0,0,0,0,0,0,-666666666,967,0,0,486,404,77,0,0,0,0,0
371259506011,2864,2730,13,0,88,0,0,33,0,33,110000,1387,14,31,475,594,208,21,0,7,0,37
370970604003,1126,367,714,0,0,0,16,29,16,13,27250,529,0,0,20,37,58,71,39,136,67,101
371950008011,337,0,213,0,0,0,124,0,0,0,26875,118,0,4,25,0,6,22,22,33,0,6
371950010001,1586,851,679,0,0,0,8,48,17,31,41071,790,0,7,170,145,84,46,33,100,41,164
370510008001,635,429,192,7,6,0,0,1,0,1,64063,409,0,0,7,62,65,40,23,15,68,129
370510010001,1114,412,531,13,44,0,35,79,15,64,32279,581,17,135,54,97,75,129,65,0,9,0
370510015001,1445,888,444,24,0,0,49,40,0,40,38125,681,0,0,126,83,123,189,89,30,35,6
370570602011,1028,1010,18,0,0,0,0,0,0,0,80363,514,0,0,61,106,85,57,160,21,0,24
370570612011,2060,1818,165,0,73,4,0,0,0,0,35282,875,22,0,18,94,256,167,128,61,46,83
370570612012,1570,1139,29,0,267,0,85,50,0,50,45396,641,0,0,42,56,184,51,182,56,14,56
370570603011,3090,2811,171,0,0,0,9,99,0,99,63769,1460,73,23,356,272,374,161,98,32,0,71
370570603021,2852,2668,151,8,14,0,0,11,0,11,66250,1295,71,53,312,235,283,209,98,3,10,21
370570617023,1488,1337,151,0,0,0,0,0,0,0,51170,776,32,18,55,196,113,188,63,20,47,44
370570603031,2116,2020,0,0,20,0,76,0,0,0,58500,1094,31,78,200,199,206,193,38,10,8,131
370570619023,2094,2030,28,0,0,0,0,36,0,36,41719,812,0,42,255,143,84,178,17,39,35,19
370570620013,1817,1817,0,0,0,0,0,0,0,0,58603,1003,46,53,257,207,178,21,56,90,12,83
370570618031,699,431,100,16,140,0,0,12,0,12,62845,357,0,0,26,92,56,52,54,15,62,0
370570618042,1151,1083,68,0,0,0,0,0,0,0,42120,683,0,65,91,220,136,81,36,24,16,14
370839304003,1287,1086,117,0,84,0,0,0,0,0,47578,443,0,0,0,58,34,90,92,99,58,12
371679303002,1362,1127,0,0,60,0,0,175,80,95,53139,594,0,0,34,92,38,109,31,228,12,50
371539703005,666,560,44,0,0,0,0,62,52,10,-666666666,371,0,0,31,92,161,23,0,10,18,36
371539703001,1348,866,364,118,0,0,0,0,0,0,44350,709,46,0,59,160,72,195,88,21,0,68
371539704004,1155,656,415,5,0,0,21,58,58,0,51705,525,0,17,0,43,68,59,111,155,35,37
371539701001,489,277,212,0,0,0,0,0,0,0,-666666666,270,3,0,52,83,19,21,13,14,24,41
370810171003,1676,1442,193,0,24,0,0,17,0,17,103021,657,0,0,187,92,234,66,47,18,0,13
370810140001,1201,602,391,0,0,0,27,181,0,181,27143,462,0,15,39,10,0,31,32,139,9,187
370810165022,2015,1090,507,0,333,0,85,0,0,0,76042,948,0,0,271,168,98,148,0,166,34,63
370810168004,1848,1378,300,0,29,0,5,136,0,136,80541,853,0,17,126,145,219,123,85,127,0,11
370810125031,1705,1540,110,0,55,0,0,0,0,0,46806,779,0,0,50,43,29,62,209,310,48,28
371830505003,832,700,73,11,0,0,48,0,0,0,45096,347,0,0,0,14,9,99,39,170,16,0
370810107021,737,526,162,0,20,0,13,16,7,9,27143,302,0,5,50,23,4,18,10,15,9,168
370810111012,1853,132,1561,47,14,0,16,83,0,83,18017,850,0,51,363,0,127,118,53,51,75,12
370810128051,3210,437,2487,0,165,0,0,121,0,121,40463,1588,8,234,579,250,68,147,243,34,10,15
370810165031,3141,1397,709,0,769,0,123,143,0,143,63225,1620,155,378,478,413,151,45,0,0,0,0
370879202003,1527,1507,0,0,0,0,0,20,0,20,36268,744,0,30,146,111,168,58,49,79,31,72
371190058321,3279,2723,176,0,268,0,40,72,0,72,176667,1141,45,64,217,447,342,26,0,0,0,0
371190038071,1427,845,293,0,189,0,88,12,0,12,39583,439,12,0,0,0,0,195,232,0,0,0
371190038061,3923,1814,1815,0,146,0,100,48,0,48,61136,1579,334,79,236,544,198,108,80,0,0,0
371190032032,860,675,108,0,9,0,57,11,0,11,61940,475,0,0,0,63,236,0,0,176,0,0
371190032042,1696,1214,317,13,96,0,0,56,0,56,70104,746,18,43,99,134,40,115,192,105,0,0
